file,person
yaleB35_P00A-005E+10.jpg,35
yaleB35_P00A-005E-10.jpg,35
yaleB35_P00A-010E+00.jpg,35
yaleB35_P00A-010E-20.jpg,35
yaleB35_P00A-015E+20.jpg,35
yaleB35_P00A-020E+10.jpg,35
yaleB35_P00A-020E-10.jpg,35
yaleB35_P00A-020E-40.jpg,35
yaleB35_P00A-025E+00.jpg,35
yaleB35_P00A-035E+15.jpg,35
yaleB35_P00A-035E+40.jpg,35
yaleB35_P00A-035E+65.jpg,35
yaleB35_P00A-035E-20.jpg,35
yaleB35_P00A-050E+00.jpg,35
yaleB35_P00A-050E-40.jpg,35
yaleB35_P00A-060E+20.jpg,35
yaleB35_P00A-060E-20.jpg,35
yaleB35_P00A-070E+00.jpg,35
yaleB37_P00A+000E+00.jpg,37
yaleB37_P00A+000E+20.jpg,37
yaleB37_P00A+000E+45.jpg,37
yaleB37_P00A+000E+90.jpg,37
yaleB37_P00A+000E-20.jpg,37
yaleB37_P00A+000E-35.jpg,37
yaleB37_P00A+005E+10.jpg,37
yaleB37_P00A+005E-10.jpg,37
yaleB37_P00A+010E+00.jpg,37
yaleB37_P00A+010E-20.jpg,37
yaleB37_P00A+015E+20.jpg,37
yaleB37_P00A+020E+10.jpg,37
yaleB37_P00A+020E-10.jpg,37
yaleB37_P00A+020E-40.jpg,37
yaleB37_P00A+025E+00.jpg,37
yaleB37_P00A+035E+15.jpg,37
yaleB37_P00A+035E+40.jpg,37
yaleB37_P00A+035E+65.jpg,37
yaleB37_P00A+035E-20.jpg,37
yaleB37_P00A+050E+00.jpg,37
yaleB37_P00A+060E+20.jpg,37
yaleB37_P00A+060E-20.jpg,37
yaleB37_P00A+070E+00.jpg,37
yaleB37_P00A+070E+45.jpg,37
yaleB37_P00A+070E-35.jpg,37
yaleB37_P00A+085E+20.jpg,37
yaleB37_P00A+085E-20.jpg,37
yaleB37_P00A+110E+15.jpg,37
yaleB37_P00A+110E+40.jpg,37
yaleB37_P00A+110E+65.jpg,37
yaleB37_P00A+110E-20.jpg,37
yaleB37_P00A+120E+00.jpg,37
yaleB37_P00A-005E+10.jpg,37
yaleB37_P00A-005E-10.jpg,37
yaleB37_P00A-010E+00.jpg,37
yaleB37_P00A-010E-20.jpg,37
yaleB37_P00A-015E+20.jpg,37
yaleB37_P00A-020E+10.jpg,37
yaleB37_P00A-020E-10.jpg,37
yaleB37_P00A-020E-40.jpg,37
yaleB37_P00A-025E+00.jpg,37
yaleB37_P00A-035E+15.jpg,37
yaleB37_P00A-035E+40.jpg,37
yaleB37_P00A-035E+65.jpg,37
yaleB37_P00A-035E-20.jpg,37
yaleB37_P00A-050E+00.jpg,37
yaleB37_P00A-050E-40.jpg,37
yaleB37_P00A-060E+20.jpg,37
yaleB37_P00A-060E-20.jpg,37
yaleB37_P00A-070E+00.jpg,37
yaleB38_P00A+000E+00.jpg,38
yaleB38_P00A+000E+20.jpg,38
yaleB38_P00A+000E+45.jpg,38
yaleB38_P00A+000E+90.jpg,38
yaleB38_P00A+000E-20.jpg,38
yaleB38_P00A+000E-35.jpg,38
yaleB38_P00A+005E+10.jpg,38
yaleB38_P00A+005E-10.jpg,38
yaleB38_P00A+010E+00.jpg,38
yaleB38_P00A+010E-20.jpg,38
yaleB38_P00A+015E+20.jpg,38
yaleB38_P00A+020E+10.jpg,38
yaleB38_P00A+020E-10.jpg,38
yaleB38_P00A+020E-40.jpg,38
yaleB38_P00A+025E+00.jpg,38
yaleB38_P00A+035E+15.jpg,38
yaleB38_P00A+035E+40.jpg,38
yaleB38_P00A+035E+65.jpg,38
yaleB38_P00A+035E-20.jpg,38
yaleB38_P00A+050E+00.jpg,38
yaleB38_P00A+060E+20.jpg,38
yaleB38_P00A+060E-20.jpg,38
yaleB38_P00A+070E+00.jpg,38
yaleB38_P00A+070E+45.jpg,38
yaleB38_P00A+070E-35.jpg,38
yaleB38_P00A+085E+20.jpg,38
yaleB38_P00A+085E-20.jpg,38
yaleB38_P00A+110E+15.jpg,38
yaleB38_P00A+110E+40.jpg,38
yaleB38_P00A+110E+65.jpg,38
yaleB38_P00A+110E-20.jpg,38
yaleB38_P00A+120E+00.jpg,38
yaleB38_P00A-005E+10.jpg,38
yaleB38_P00A-005E-10.jpg,38
yaleB38_P00A-010E+00.jpg,38
yaleB38_P00A-010E-20.jpg,38
yaleB38_P00A-015E+20.jpg,38
yaleB38_P00A-020E+10.jpg,38
yaleB38_P00A-020E-10.jpg,38
yaleB38_P00A-020E-40.jpg,38
yaleB38_P00A-025E+00.jpg,38
yaleB38_P00A-035E+15.jpg,38
yaleB38_P00A-035E+40.jpg,38
yaleB38_P00A-035E+65.jpg,38
yaleB38_P00A-035E-20.jpg,38
yaleB38_P00A-050E+00.jpg,38
yaleB38_P00A-050E-40.jpg,38
yaleB38_P00A-060E+20.jpg,38
yaleB38_P00A-060E-20.jpg,38
yaleB38_P00A-070E+00.jpg,38
yaleB39_P00A+000E+00.jpg,39
yaleB39_P00A+000E+20.jpg,39
yaleB39_P00A+000E+45.jpg,39
yaleB39_P00A+000E+90.jpg,39
yaleB39_P00A+000E-20.jpg,39
yaleB39_P00A+000E-35.jpg,39
yaleB39_P00A+005E+10.jpg,39
yaleB39_P00A+005E-10.jpg,39
yaleB39_P00A+010E+00.jpg,39
yaleB39_P00A+010E-20.jpg,39
yaleB39_P00A+015E+20.jpg,39
yaleB39_P00A+020E+10.jpg,39
yaleB39_P00A+020E-10.jpg,39
yaleB39_P00A+020E-40.jpg,39
yaleB39_P00A+025E+00.jpg,39
yaleB39_P00A+035E+15.jpg,39
yaleB39_P00A+035E+40.jpg,39
yaleB39_P00A+035E+65.jpg,39
yaleB39_P00A+035E-20.jpg,39
yaleB39_P00A+050E+00.jpg,39
yaleB39_P00A+060E+20.jpg,39
yaleB39_P00A+060E-20.jpg,39
yaleB39_P00A+070E+00.jpg,39
yaleB39_P00A+070E+45.jpg,39
yaleB39_P00A+070E-35.jpg,39
yaleB39_P00A+085E+20.jpg,39
yaleB39_P00A+085E-20.jpg,39
yaleB39_P00A+110E+15.jpg,39
yaleB39_P00A+110E+40.jpg,39
yaleB39_P00A+110E+65.jpg,39
yaleB39_P00A+110E-20.jpg,39
yaleB39_P00A+120E+00.jpg,39
yaleB39_P00A-005E+10.jpg,39
yaleB39_P00A-005E-10.jpg,39
yaleB39_P00A-010E+00.jpg,39
yaleB39_P00A-010E-20.jpg,39
yaleB39_P00A-015E+20.jpg,39
yaleB39_P00A-020E+10.jpg,39
yaleB39_P00A-020E-10.jpg,39
yaleB39_P00A-020E-40.jpg,39
yaleB39_P00A-025E+00.jpg,39
yaleB39_P00A-035E+15.jpg,39
yaleB39_P00A-035E+40.jpg,39
yaleB39_P00A-035E+65.jpg,39
yaleB39_P00A-035E-20.jpg,39
yaleB39_P00A-050E+00.jpg,39
yaleB39_P00A-050E-40.jpg,39
yaleB39_P00A-060E+20.jpg,39
yaleB39_P00A-060E-20.jpg,39
yaleB39_P00A-070E+00.jpg,39
